20120707.04,Milestone01-TheHelloWorldThing,0,https://github.com/downloads/macfidelity/monoto/monoto_20120707.04_milestone01.zip
20120708.06,CurrentCode,0,https://github.com/macfidelity/monoto/raw/master/DUMMY.zip
